20;Samsung Step Counter Sensor;0.0;1,55719E+12
20;Samsung Step Counter Sensor;6.0;1,55719E+12
20;Samsung Step Counter Sensor;7.0;1,55719E+12
21;Samsung Step Counter Sensor;58.0;1,55719E+12
21;Samsung Step Counter Sensor;58.0;1,55719E+12
21;Samsung Step Counter Sensor;64.0;1,55719E+12
21;Samsung Step Counter Sensor;65.0;1,55719E+12
21;Samsung Step Counter Sensor;66.0;1,55719E+12
21;Samsung Step Counter Sensor;67.0;1,55719E+12
21;Samsung Step Counter Sensor;68.0;1,55719E+12
21;Samsung Step Counter Sensor;69.0;1,55719E+12
21;Samsung Step Counter Sensor;70.0;1,55719E+12
21;Samsung Step Counter Sensor;71.0;1,55719E+12
21;Samsung Step Counter Sensor;72.0;1,55719E+12
21;Samsung Step Counter Sensor;73.0;1,55719E+12
21;Samsung Step Counter Sensor;74.0;1,55719E+12
21;Samsung Step Counter Sensor;75.0;1,55719E+12
21;Samsung Step Counter Sensor;77.0;1,55719E+12
21;Samsung Step Counter Sensor;78.0;1,55719E+12
21;Samsung Step Counter Sensor;79.0;1,55719E+12
21;Samsung Step Counter Sensor;81.0;1,55719E+12
21;Samsung Step Counter Sensor;82.0;1,55719E+12
21;Samsung Step Counter Sensor;83.0;1,55719E+12
21;Samsung Step Counter Sensor;84.0;1,55719E+12
21;Samsung Step Counter Sensor;85.0;1,55719E+12
21;Samsung Step Counter Sensor;86.0;1,55719E+12
21;Samsung Step Counter Sensor;87.0;1,55719E+12
21;Samsung Step Counter Sensor;88.0;1,55719E+12
21;Samsung Step Counter Sensor;89.0;1,55719E+12
21;Samsung Step Counter Sensor;90.0;1,55719E+12
21;Samsung Step Counter Sensor;91.0;1,55719E+12
21;Samsung Step Counter Sensor;93.0;1,55719E+12
21;Samsung Step Counter Sensor;94.0;1,55719E+12
21;Samsung Step Counter Sensor;95.0;1,55719E+12
21;Samsung Step Counter Sensor;96.0;1,55719E+12
21;Samsung Step Counter Sensor;97.0;1,55719E+12
21;Samsung Step Counter Sensor;98.0;1,55719E+12
21;Samsung Step Counter Sensor;99.0;1,55719E+12
21;Samsung Step Counter Sensor;100.0;1,55719E+12
21;Samsung Step Counter Sensor;101.0;1,55719E+12
21;Samsung Step Counter Sensor;102.0;1,55719E+12
21;Samsung Step Counter Sensor;103.0;1,55719E+12
21;Samsung Step Counter Sensor;104.0;1,55719E+12
21;Samsung Step Counter Sensor;105.0;1,55719E+12
21;Samsung Step Counter Sensor;106.0;1,55719E+12
21;Samsung Step Counter Sensor;107.0;1,55719E+12
21;Samsung Step Counter Sensor;109.0;1,55719E+12
21;Samsung Step Counter Sensor;110.0;1,55719E+12
21;Samsung Step Counter Sensor;111.0;1,55719E+12
21;Samsung Step Counter Sensor;112.0;1,55719E+12
21;Samsung Step Counter Sensor;113.0;1,55719E+12
21;Samsung Step Counter Sensor;114.0;1,55719E+12
21;Samsung Step Counter Sensor;115.0;1,55719E+12
21;Samsung Step Counter Sensor;117.0;1,55719E+12
21;Samsung Step Counter Sensor;118.0;1,55719E+12
21;Samsung Step Counter Sensor;120.0;1,55719E+12
21;Samsung Step Counter Sensor;121.0;1,55719E+12
21;Samsung Step Counter Sensor;122.0;1,55719E+12
21;Samsung Step Counter Sensor;123.0;1,55719E+12
21;Samsung Step Counter Sensor;127.0;1,55719E+12
21;Samsung Step Counter Sensor;127.0;1,55719E+12
22;Samsung Step Counter Sensor;127.0;1,55719E+12
22;Samsung Step Counter Sensor;133.0;1,55719E+12
22;Samsung Step Counter Sensor;134.0;1,55719E+12
22;Samsung Step Counter Sensor;135.0;1,55719E+12
22;Samsung Step Counter Sensor;136.0;1,55719E+12
22;Samsung Step Counter Sensor;137.0;1,55719E+12
22;Samsung Step Counter Sensor;138.0;1,55719E+12
22;Samsung Step Counter Sensor;139.0;1,55719E+12
22;Samsung Step Counter Sensor;140.0;1,55719E+12
